claimId,supportingObservationCount,independentSourceOrganizationCount,primarySourceCount,contemporarySourceCount,visualSourceCount,conflictingObservationCount,geographicPrecision,temporalPrecision,directness,sourceAuthority,completeness,finalConfidence,confidenceRationale,exhaustionStatus,limitations
LH-CLM-TRACT-16471,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16472,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16473,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16504,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16505,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16515,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16586,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16667,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-TRACT-16687,1,1,1,0,0,0,tract_polygon,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,The claim is limited to recording and carries no physical-development lifecycle meaning.
LH-CLM-LH-EVT-001,1,1,1,0,0,1,community_nonspatial,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,Developer retrospective separately describes County approval in 1997; the exact broader entitlement action remains to be retrieved
LH-CLM-LH-EVT-001B,1,1,0,0,0,1,community_nonspatial,year,direct_observation,mixed_or_secondary,claim_bounded,low,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,Official County record dates Final EIR 555 certification to 1995-10-17; the retrospective does not identify the 1997 action
LH-CLM-LH-EVT-002,1,1,0,0,0,0,community_nonspatial,year,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-003,1,1,1,0,0,0,community_nonspatial,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,
LH-CLM-LH-EVT-004,1,1,1,0,0,0,community_nonspatial,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,
LH-CLM-LH-EVT-005,1,1,1,0,0,0,community_nonspatial,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,
LH-CLM-LH-EVT-006,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-007,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-008,1,1,0,0,0,0,community_nonspatial,day,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-009,1,1,1,0,0,0,community_nonspatial,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,
LH-CLM-LH-EVT-010,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-011,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-012,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-013,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-014,1,1,1,0,0,0,community_nonspatial,month,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,
LH-CLM-LH-EVT-015,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-016,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-017,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-018,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-019,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-020,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-021,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-022,1,1,1,0,0,0,community_nonspatial,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,
LH-CLM-LH-EVT-023,1,2,2,0,0,1,community_nonspatial,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,LARMAC retrospective groups the schools under July 2003; official school reports give August 27
LH-CLM-LH-EVT-024,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-025,1,1,1,0,0,0,community_nonspatial,year,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,
LH-CLM-LH-EVT-026,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-027,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-028,1,1,1,0,0,0,community_nonspatial,day,direct_observation,official_primary,claim_bounded,high,Counts are based on independent registered source IDs; copies of one source are not counted separately.,authoritative_single_source,
LH-CLM-LH-EVT-029,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-030,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-031,1,1,0,0,0,0,community_nonspatial,year,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-032,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
LH-CLM-LH-EVT-033,1,1,0,0,0,0,community_nonspatial,month,direct_observation,mixed_or_secondary,claim_bounded,medium,Counts are based on independent registered source IDs; copies of one source are not counted separately.,additional_corroboration_useful,
