claimId,subjectEntityId,claimType,claimText,dateStart,dateEnd,temporalPrecision,claimScope,supportingObservationIds,sourceIds,supportType,statementClass,confidence,conflictStatus,reviewStatus,limitations,notes
LH-CLM-TRACT-16243,LH-TRACT-16243,legal_recording_milestone,County tract map 16243 was recorded 2002-08-30.,2002-08-30,,day,legal_subdivision,LH-OBS-TRACT-16243,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 835/34-39
LH-CLM-TRACT-16244,LH-TRACT-16244,legal_recording_milestone,County tract map 16244 was recorded 2003-05-02.,2003-05-02,,day,legal_subdivision,LH-OBS-TRACT-16244,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 840/47-50
LH-CLM-TRACT-16245,LH-TRACT-16245,legal_recording_milestone,County tract map 16245 was recorded 2002-07-26.,2002-07-26,,day,legal_subdivision,LH-OBS-TRACT-16245,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 835/7-11
LH-CLM-TRACT-16246,LH-TRACT-16246,legal_recording_milestone,County tract map 16246 was recorded 2003-05-02.,2003-05-02,,day,legal_subdivision,LH-OBS-TRACT-16246,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 842/45-49
LH-CLM-TRACT-16247,LH-TRACT-16247,legal_recording_milestone,County tract map 16247 was recorded 2002-05-24.,2002-05-24,,day,legal_subdivision,LH-OBS-TRACT-16247,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 832/16-19
LH-CLM-TRACT-16248,LH-TRACT-16248,legal_recording_milestone,County tract map 16248 was recorded 2003-01-17.,2003-01-17,,day,legal_subdivision,LH-OBS-TRACT-16248,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 839/27-33
LH-CLM-TRACT-16249,LH-TRACT-16249,legal_recording_milestone,County tract map 16249 was recorded 2002-08-22.,2002-08-22,,day,legal_subdivision,LH-OBS-TRACT-16249,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 835/26-33
LH-CLM-TRACT-16250,LH-TRACT-16250,legal_recording_milestone,County tract map 16250 was recorded 2002-05-24.,2002-05-24,,day,legal_subdivision,LH-OBS-TRACT-16250,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 832/20-23
LH-CLM-TRACT-16270,LH-TRACT-16270,legal_recording_milestone,County tract map 16270 was recorded 2002-09-27.,2002-09-27,,day,legal_subdivision,LH-OBS-TRACT-16270,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 836/40-43
LH-CLM-TRACT-16271,LH-TRACT-16271,legal_recording_milestone,County tract map 16271 was recorded 2003-02-27.,2003-02-27,,day,legal_subdivision,LH-OBS-TRACT-16271,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 839/34-45
LH-CLM-TRACT-16341,LH-TRACT-16341,legal_recording_milestone,County tract map 16341 was recorded 2003-02-27.,2003-02-27,,day,legal_subdivision,LH-OBS-TRACT-16341,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 840/1-20
LH-CLM-TRACT-16342,LH-TRACT-16342,legal_recording_milestone,County tract map 16342 was recorded 2003-07-25.,2003-07-25,,day,legal_subdivision,LH-OBS-TRACT-16342,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 847/36-39
LH-CLM-TRACT-16346,LH-TRACT-16346,legal_recording_milestone,County tract map 16346 was recorded 2003-08-18.,2003-08-18,,day,legal_subdivision,LH-OBS-TRACT-16346,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 848/15-18
LH-CLM-TRACT-16347,LH-TRACT-16347,legal_recording_milestone,County tract map 16347 was recorded 2003-09-19.,2003-09-19,,day,legal_subdivision,LH-OBS-TRACT-16347,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 849/31-39
LH-CLM-TRACT-16348,LH-TRACT-16348,legal_recording_milestone,County tract map 16348 was recorded 2003-08-18.,2003-08-18,,day,legal_subdivision,LH-OBS-TRACT-16348,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 848/23-28
LH-CLM-TRACT-16349,LH-TRACT-16349,legal_recording_milestone,County tract map 16349 was recorded 2003-07-08.,2003-07-08,,day,legal_subdivision,LH-OBS-TRACT-16349,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 847/5-10
LH-CLM-TRACT-16350,LH-TRACT-16350,legal_recording_milestone,County tract map 16350 was recorded 2003-07-08.,2003-07-08,,day,legal_subdivision,LH-OBS-TRACT-16350,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 847/1-4
LH-CLM-TRACT-16351,LH-TRACT-16351,legal_recording_milestone,County tract map 16351 was recorded 2003-10-31.,2003-10-31,,day,legal_subdivision,LH-OBS-TRACT-16351,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 850/28-32
LH-CLM-TRACT-16352,LH-TRACT-16352,legal_recording_milestone,County tract map 16352 was recorded 2003-10-31.,2003-10-31,,day,legal_subdivision,LH-OBS-TRACT-16352,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 850/33-37
LH-CLM-TRACT-16353,LH-TRACT-16353,legal_recording_milestone,County tract map 16353 was recorded 2003-12-19.,2003-12-19,,day,legal_subdivision,LH-OBS-TRACT-16353,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 853/16-20
LH-CLM-TRACT-16354,LH-TRACT-16354,legal_recording_milestone,County tract map 16354 was recorded 2003-08-18.,2003-08-18,,day,legal_subdivision,LH-OBS-TRACT-16354,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 848/19-22
LH-CLM-TRACT-16355,LH-TRACT-16355,legal_recording_milestone,County tract map 16355 was recorded 2003-12-18.,2003-12-18,,day,legal_subdivision,LH-OBS-TRACT-16355,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 852/1-6
LH-CLM-TRACT-16356,LH-TRACT-16356,legal_recording_milestone,County tract map 16356 was recorded 2003-08-28.,2003-08-28,,day,legal_subdivision,LH-OBS-TRACT-16356,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 848/44-46
LH-CLM-TRACT-16384,LH-TRACT-16384,legal_recording_milestone,County tract map 16384 was recorded 2004-02-13.,2004-02-13,,day,legal_subdivision,LH-OBS-TRACT-16384,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 853/39-42
LH-CLM-TRACT-16385,LH-TRACT-16385,legal_recording_milestone,County tract map 16385 was recorded 2004-02-13.,2004-02-13,,day,legal_subdivision,LH-OBS-TRACT-16385,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 853/34-38
LH-CLM-TRACT-16386,LH-TRACT-16386,legal_recording_milestone,County tract map 16386 was recorded 2004-02-13.,2004-02-13,,day,legal_subdivision,LH-OBS-TRACT-16386,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 852/45-49
LH-CLM-TRACT-16387,LH-TRACT-16387,legal_recording_milestone,County tract map 16387 was recorded 2004-02-04.,2004-02-04,,day,legal_subdivision,LH-OBS-TRACT-16387,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 853/47-50
LH-CLM-TRACT-16388,LH-TRACT-16388,legal_recording_milestone,County tract map 16388 was recorded 2004-01-30.,2004-01-30,,day,legal_subdivision,LH-OBS-TRACT-16388,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 854/1-5
LH-CLM-TRACT-16389,LH-TRACT-16389,legal_recording_milestone,County tract map 16389 was recorded 2003-02-06.,2003-02-06,,day,legal_subdivision,LH-OBS-TRACT-16389,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 839/24-26
LH-CLM-TRACT-16390,LH-TRACT-16390,legal_recording_milestone,County tract map 16390 was recorded 2004-04-23.,2004-04-23,,day,legal_subdivision,LH-OBS-TRACT-16390,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 856/30-34
LH-CLM-TRACT-16391,LH-TRACT-16391,legal_recording_milestone,County tract map 16391 was recorded 2004-10-29.,2004-10-29,,day,legal_subdivision,LH-OBS-TRACT-16391,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 861/29-35
LH-CLM-TRACT-16392,LH-TRACT-16392,legal_recording_milestone,County tract map 16392 was recorded 2004-07-06.,2004-07-06,,day,legal_subdivision,LH-OBS-TRACT-16392,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 859/22-27
LH-CLM-TRACT-16393,LH-TRACT-16393,legal_recording_milestone,County tract map 16393 was recorded 2004-07-19.,2004-07-19,,day,legal_subdivision,LH-OBS-TRACT-16393,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 859/17-21
LH-CLM-TRACT-16394,LH-TRACT-16394,legal_recording_milestone,County tract map 16394 was recorded 2004-07-06.,2004-07-06,,day,legal_subdivision,LH-OBS-TRACT-16394,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 859/33-37
LH-CLM-TRACT-16395,LH-TRACT-16395,legal_recording_milestone,County tract map 16395 was recorded 2004-10-28.,2004-10-28,,day,legal_subdivision,LH-OBS-TRACT-16395,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 861/36-41
LH-CLM-TRACT-16400,LH-TRACT-16400,legal_recording_milestone,County tract map 16400 was recorded 2004-07-06.,2004-07-06,,day,legal_subdivision,LH-OBS-TRACT-16400,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 859/28-32
LH-CLM-TRACT-16414,LH-TRACT-16414,legal_recording_milestone,County tract map 16414 was recorded 2003-02-06.,2003-02-06,,day,legal_subdivision,LH-OBS-TRACT-16414,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 838/47-50
LH-CLM-TRACT-16471,LH-TRACT-16471,legal_recording_milestone,County tract map 16471 was recorded 2004-10-28.,2004-10-28,,day,legal_subdivision,LH-OBS-TRACT-16471,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,no_material_overlap_found,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 861/42-49
LH-CLM-TRACT-16472,LH-TRACT-16472,legal_recording_milestone,County tract map 16472 was recorded 2004-10-26.,2004-10-26,,day,legal_subdivision,LH-OBS-TRACT-16472,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,no_material_overlap_found,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 862/1-10
LH-CLM-TRACT-16473,LH-TRACT-16473,legal_recording_milestone,County tract map 16473 was recorded 2004-10-26.,2004-10-26,,day,legal_subdivision,LH-OBS-TRACT-16473,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,no_material_overlap_found,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 862/11-20
LH-CLM-TRACT-16504,LH-TRACT-16504,legal_recording_milestone,County tract map 16504 was recorded 2004-04-30.,2004-04-30,,day,legal_subdivision,LH-OBS-TRACT-16504,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 856/37-41
LH-CLM-TRACT-16505,LH-TRACT-16505,legal_recording_milestone,County tract map 16505 was recorded 2004-04-30.,2004-04-30,,day,legal_subdivision,LH-OBS-TRACT-16505,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 856/42-46
LH-CLM-TRACT-16515,LH-TRACT-16515,legal_recording_milestone,County tract map 16515 was recorded 2003-10-27.,2003-10-27,,day,legal_subdivision,LH-OBS-TRACT-16515,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 850/21-25
LH-CLM-TRACT-16586,LH-TRACT-16586,legal_recording_milestone,County tract map 16586 was recorded 2004-06-10.,2004-06-10,,day,legal_subdivision,LH-OBS-TRACT-16586,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,no_material_overlap_found,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 858/29-44
LH-CLM-TRACT-16667,LH-TRACT-16667,legal_recording_milestone,County tract map 16667 was recorded 2004-10-29.,2004-10-29,,day,legal_subdivision,LH-OBS-TRACT-16667,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 861/25-28
LH-CLM-TRACT-16687,LH-TRACT-16687,legal_recording_milestone,County tract map 16687 was recorded 2005-04-14.,2005-04-14,,day,legal_subdivision,LH-OBS-TRACT-16687,LH-SRC-OC-TRACTS,direct_observation,documented_exact,high,no_conflict_identified,legal_map_relationship_review_required,The claim is limited to recording and carries no physical-development lifecycle meaning.,MM 865/34-39
LH-CLM-LH-EVT-001,LH-FEAT-COMMUNITY,eir_certification,Board of Supervisors certifies Final EIR 555,1995-10-17,,day,historical_event,LH-OBS-LH-EVT-001,LH-SRC-OC-EIR-CERT,direct_observation,documented_exact,high,conflict_documented,reviewed_first_edition,Developer retrospective separately describes County approval in 1997; the exact broader entitlement action remains to be retrieved,Official County staff record retrospectively identifies the certification date
LH-CLM-LH-EVT-001B,LH-FEAT-COMMUNITY,approval_claim,Developer retrospective places County approval in 1997,1997-01-01,1997-12-31,year,historical_event,LH-OBS-LH-EVT-001B,LH-SRC-RMV-PLANNING,direct_observation,documented_approximate,low,conflict_documented,reviewed_first_edition,Official County record dates Final EIR 555 certification to 1995-10-17; the retrospective does not identify the 1997 action,"Preserved as a source claim, not treated as the exact entitlement action"
LH-CLM-LH-EVT-002,LH-FEAT-COMMUNITY,development_start,Development begins,1998-01-01,1998-12-31,year,historical_event,LH-OBS-LH-EVT-002,LH-SRC-ULI-CASE,direct_observation,documented_approximate,medium,no_conflict_identified,reviewed_first_edition,,Substantial completion is separately dated to 2006
LH-CLM-LH-EVT-003,LH-FEAT-COMMUNITY,standards_approval,Original alternative development standards approved,1998-04-07,,day,historical_event,LH-OBS-LH-EVT-003,LH-SRC-OC-ADS,direct_observation,documented_exact,high,no_conflict_identified,reviewed_first_edition,,Regulatory milestone only
LH-CLM-LH-EVT-004,LH-FEAT-UTILITIES,utilities,Phase 1 utility environmental record received,1999-03-09,,day,historical_event,LH-OBS-LH-EVT-004,LH-SRC-CEQANET-UTILITIES,direct_observation,documented_exact,high,no_conflict_identified,reviewed_first_edition,,Includes domestic and nondomestic water sewer force mains pump station and lift station
LH-CLM-LH-EVT-005,LH-FEAT-COMMUNITY,standards_approval,Alternative development standards approval,1999-03-09,,day,historical_event,LH-OBS-LH-EVT-005,LH-SRC-OC-ADS,direct_observation,documented_exact,high,no_conflict_identified,reviewed_first_edition,,Regulatory milestone only
LH-CLM-LH-EVT-006,LH-FEAT-SALES,sales,Dirt Tour sales begin,1999-08-01,1999-08-31,month,historical_event,LH-OBS-LH-EVT-006,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Exact day not published
LH-CLM-LH-EVT-007,LH-FEAT-SALES,sales,93 new homes sold,1999-10-01,1999-10-31,month,historical_event,LH-OBS-LH-EVT-007,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Sales figure awaits original sales ledger corroboration
LH-CLM-LH-EVT-008,LH-FEAT-OCCUPANCY,occupancy,First resident moves in,1999-12-14,,day,historical_event,LH-OBS-LH-EVT-008,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Community-level event; village assignment is not encoded without a primary occupancy record
LH-CLM-LH-EVT-009,LH-FEAT-COMMUNITY,standards_approval,Chief County Engineer approves standards supplement 3,2000-02-28,,day,historical_event,LH-OBS-LH-EVT-009,LH-SRC-OC-ADS,direct_observation,documented_exact,high,no_conflict_identified,reviewed_first_edition,,Regulatory milestone only
LH-CLM-LH-EVT-010,LH-FEAT-SALES,sales,562 total new homes sold,2000-03-01,2000-03-31,month,historical_event,LH-OBS-LH-EVT-010,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Timeline reports 469 new and 562 total
LH-CLM-LH-EVT-011,LH-FEAT-OAK-KNOLL-CLUBHOUSE,clubhouse,Oak Knoll Clubhouse opens,2000-03-01,2000-03-31,month,historical_event,LH-OBS-LH-EVT-011,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Exact day not published
LH-CLM-LH-EVT-012,LH-FEAT-SALES,sales,1546 total new homes sold,2001-02-01,2001-02-28,month,historical_event,LH-OBS-LH-EVT-012,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Timeline reports 984 new and 31 neighborhoods open
LH-CLM-LH-EVT-013,LH-FEAT-SPORTS-PARK,park,Ladera Ranch Sports Park opens,2001-06-01,2001-06-30,month,historical_event,LH-OBS-LH-EVT-013,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Exact day not published
LH-CLM-LH-EVT-014,LH-SCHOOL-CHAPARRAL,school,Chaparral Elementary opens,2001-09-01,2001-09-30,month,historical_event,LH-OBS-LH-EVT-014,LH-SRC-CUSD-CHAPARRAL,direct_observation,documented_exact,high,no_conflict_identified,reviewed_first_edition,,Exact day not published
LH-CLM-LH-EVT-015,LH-FEAT-BRIDGEPARK-PLAZA,commercial,Bridgepark Plaza opens,2001-10-01,2001-10-31,month,historical_event,LH-OBS-LH-EVT-015,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Exact day not published
LH-CLM-LH-EVT-016,LH-FEAT-TOWN-GREEN,park,Town Green opens,2001-10-01,2001-10-31,month,historical_event,LH-OBS-LH-EVT-016,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Exact day not published
LH-CLM-LH-EVT-017,LH-FEAT-SALES,sales,2488 total new homes sold,2002-03-01,2002-03-31,month,historical_event,LH-OBS-LH-EVT-017,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Timeline reports 942 new and 54 neighborhoods open
LH-CLM-LH-EVT-018,LH-FEAT-AVENDALE-CLUBHOUSE,clubhouse,Avendale Village Clubhouse opens,2002-06-01,2002-06-30,month,historical_event,LH-OBS-LH-EVT-018,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Exact day not published
LH-CLM-LH-EVT-019,LH-FEAT-SALES,sales,3987 total new homes sold,2003-04-01,2003-04-30,month,historical_event,LH-OBS-LH-EVT-019,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Timeline also reports population 6112
LH-CLM-LH-EVT-020,LH-FEAT-FOUNDERS-PARK,park,Founders Park opens,2003-07-01,2003-07-31,month,historical_event,LH-OBS-LH-EVT-020,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Community timeline month conflicts with school reports exact August 27 opening; events are preserved separately
LH-CLM-LH-EVT-021,LH-FEAT-LIBRARY,library,Ladera Ranch Library opens,2003-07-01,2003-07-31,month,historical_event,LH-OBS-LH-EVT-021,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Exact day not published
LH-CLM-LH-EVT-022,LH-FEAT-COMMUNITY,plan_revision,Ladera Planned Community Program revised,2003-07-30,,day,historical_event,LH-OBS-LH-EVT-022,LH-SRC-OC-PC,direct_observation,documented_exact,high,no_conflict_identified,reviewed_first_edition,,Statistical summary amended by Orange County Planning Commission
LH-CLM-LH-EVT-023,LH-SCHOOL-LRES,school,Ladera Ranch School opens,2003-08-27,,day,historical_event,LH-OBS-LH-EVT-023,LH-SRC-CUSD-LRES;LH-SRC-CUSD-LRMS,direct_observation,documented_exact,high,conflict_documented,reviewed_first_edition,LARMAC retrospective groups the schools under July 2003; official school reports give August 27,Shared elementary and middle campus
LH-CLM-LH-EVT-024,LH-FEAT-SALES,sales,5087 total new homes sold,2004-01-01,2004-01-31,month,historical_event,LH-OBS-LH-EVT-024,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Timeline reports 1100 new homes since prior milestone
LH-CLM-LH-EVT-025,LH-SCHOOL-LRMS,school,Ladera Ranch School splits into elementary and middle schools,2004-01-01,2004-12-31,year,historical_event,LH-OBS-LH-EVT-025,LH-SRC-CUSD-LRMS,direct_observation,documented_exact,high,no_conflict_identified,reviewed_first_edition,,Exact date not published
LH-CLM-LH-EVT-026,LH-FEAT-VILLAGE-CLUBHOUSES,clubhouse,Flintridge and Covenant Hills village clubhouses open,2004-12-01,2004-12-31,month,historical_event,LH-OBS-LH-EVT-026,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Exact days not published
LH-CLM-LH-EVT-027,LH-FEAT-SALES,sales,5879 total new homes sold,2005-02-01,2005-02-28,month,historical_event,LH-OBS-LH-EVT-027,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Timeline reports 792 new homes since prior milestone
LH-CLM-LH-EVT-028,LH-SCHOOL-OSO-GRANDE,school,Oso Grande Elementary opens,2005-08-24,,day,historical_event,LH-OBS-LH-EVT-028,LH-SRC-CDE-OSO,direct_observation,documented_exact,high,no_conflict_identified,reviewed_first_edition,,Official registry date
LH-CLM-LH-EVT-029,LH-FEAT-2005-PARKS,park,Skate Park Wagsdale Park and Terramor Water Park open,2005-11-01,2005-11-30,month,historical_event,LH-OBS-LH-EVT-029,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Exact days not published
LH-CLM-LH-EVT-030,LH-FEAT-SALES,sales,6380 total new homes sold,2006-03-01,2006-03-31,month,historical_event,LH-OBS-LH-EVT-030,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Timeline reports 501 new homes since prior milestone
LH-CLM-LH-EVT-031,LH-FEAT-COMMUNITY,substantial_completion,Community substantially completed,2006-01-01,2006-12-31,year,historical_event,LH-OBS-LH-EVT-031,LH-SRC-ULI-CASE,direct_observation,documented_approximate,medium,no_conflict_identified,reviewed_first_edition,,Custom lots and later sales remained
LH-CLM-LH-EVT-032,LH-FEAT-SALES,sales,Community sells out except custom lots,2007-04-01,2007-04-30,month,historical_event,LH-OBS-LH-EVT-032,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Timeline reports 6585 total new homes sold
LH-CLM-LH-EVT-033,LH-FEAT-SALES,sales,6631 total new homes sold,2008-01-01,2008-01-31,month,historical_event,LH-OBS-LH-EVT-033,LH-SRC-LARMAC-TIMELINE,direct_observation,documented_exact,medium,no_conflict_identified,reviewed_first_edition,,Later custom-lot completion remains unresolved
LH-CLM-LH-EVT-M5-001,LH-PHASE-I,builder_selection,"Nine builders selected for the initial approximately 1,000-home phase",1998-01-20,,day,historical_event,LH-OBS-LH-EVT-M5-001,LH-SRC-LAT-BUILDERS-1998,direct_observation,documented_exact,medium,conflict_documented,reviewed_mission5,The 1999 announcement lists eight builders and revised allocations; both dated selections are retained.,Selection is not a construction-start date.
LH-CLM-LH-EVT-M5-002,LH-VILLAGE-OAK-KNOLL,builder_selection,Eight Phase I builders and revised unit allocations announced,1999-05-04,,day,historical_event,LH-OBS-LH-EVT-M5-002,LH-SRC-LAT-PHASE1-1999,direct_observation,documented_exact,medium,conflict_documented,reviewed_mission5,"Supersedes or revises the 1998 selection, but the article does not state the legal change mechanism.",Builder selection is not a physical-construction milestone.
