edgeId,fromId,fromType,relationship,toId,toType,validFrom,validTo,evidenceIds,sourceIds,confidence,version,reviewStatus,limitations,notes
LH-EDGE-M5-00442,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2009,HistoricalObservation,observes,LH-CFD-2004-1-PHASE-VI,HistoricalObject,2009-01-01,2009-12-31,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2009,LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Annual CFD aggregate is nonspatial and cannot be assigned to a tract, address, or household.",
LH-EDGE-M5-00443,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2009,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2009,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Annual CFD aggregate is nonspatial and cannot be assigned to a tract, address, or household.",
LH-EDGE-M5-00444,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2009,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2009,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Annual CFD aggregate is nonspatial and cannot be assigned to a tract, address, or household.",
LH-EDGE-M5-00445,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2010,HistoricalObservation,observes,LH-CFD-2004-1-PHASE-VI,HistoricalObject,2010-01-01,2010-12-31,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2010,LH-SRC-OC-BOND-2006Q4;LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Annual CFD aggregate is nonspatial and cannot be assigned to a tract, address, or household.",
LH-EDGE-M5-00446,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2010,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2010,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Annual CFD aggregate is nonspatial and cannot be assigned to a tract, address, or household.",
LH-EDGE-M5-00447,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2010,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-ABS-CFD-2004-1-PHASE-VI-2010,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Annual CFD aggregate is nonspatial and cannot be assigned to a tract, address, or household.",
LH-EDGE-M5-00448,LH-IMGOBS-M5-2005-01,HistoricalObservation,observes,LH-COMMUNITY-LADERA-RANCH,HistoricalObject,2005-06-07,,LH-IMGOBS-M5-2005-01,LH-SRC-CDFW-NAIP-2005,medium,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00449,LH-IMGOBS-M5-2005-01,HistoricalObservation,derived_from,LH-SRC-CDFW-NAIP-2005,Source,,,LH-IMGOBS-M5-2005-01,LH-SRC-CDFW-NAIP-2005,medium,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00450,LH-IMGOBS-M5-2005-02,HistoricalObservation,observes,LH-VILLAGE-COVENANT-HILLS,HistoricalObject,2005-06-07,,LH-IMGOBS-M5-2005-02,LH-SRC-CDFW-NAIP-2005,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00451,LH-IMGOBS-M5-2005-02,HistoricalObservation,derived_from,LH-SRC-CDFW-NAIP-2005,Source,,,LH-IMGOBS-M5-2005-02,LH-SRC-CDFW-NAIP-2005,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00452,LH-IMGOBS-M5-2005-03,HistoricalObservation,observes,LH-VILLAGE-COVENANT-HILLS,HistoricalObject,2005-06-07,,LH-IMGOBS-M5-2005-03,LH-SRC-CDFW-NAIP-2005,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00453,LH-IMGOBS-M5-2005-03,HistoricalObservation,derived_from,LH-SRC-CDFW-NAIP-2005,Source,,,LH-IMGOBS-M5-2005-03,LH-SRC-CDFW-NAIP-2005,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00454,LH-IMGOBS-M5-2009-01,HistoricalObservation,observes,LH-VILLAGE-COVENANT-HILLS,HistoricalObject,2009-06-18,2009-06-22,LH-IMGOBS-M5-2009-01,LH-SRC-CDFW-NAIP-2005;LH-SRC-CDFW-NAIP-2009,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00455,LH-IMGOBS-M5-2009-01,HistoricalObservation,derived_from,LH-SRC-CDFW-NAIP-2005,Source,,,LH-IMGOBS-M5-2009-01,LH-SRC-CDFW-NAIP-2005,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00456,LH-IMGOBS-M5-2009-01,HistoricalObservation,derived_from,LH-SRC-CDFW-NAIP-2009,Source,,,LH-IMGOBS-M5-2009-01,LH-SRC-CDFW-NAIP-2009,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00457,LH-IMGOBS-M5-2009-02,HistoricalObservation,observes,LH-CUSTOM-COVENANT-HILLS,HistoricalObject,2009-06-18,2009-06-22,LH-IMGOBS-M5-2009-02,LH-SRC-CDFW-NAIP-2009,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00458,LH-IMGOBS-M5-2009-02,HistoricalObservation,derived_from,LH-SRC-CDFW-NAIP-2009,Source,,,LH-IMGOBS-M5-2009-02,LH-SRC-CDFW-NAIP-2009,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00459,LH-IMGOBS-M5-2010-01,HistoricalObservation,observes,LH-CUSTOM-COVENANT-HILLS,HistoricalObject,2010-05-01,,LH-IMGOBS-M5-2010-01,LH-SRC-CDFW-NAIP-2010,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00460,LH-IMGOBS-M5-2010-01,HistoricalObservation,derived_from,LH-SRC-CDFW-NAIP-2010,Source,,,LH-IMGOBS-M5-2010-01,LH-SRC-CDFW-NAIP-2010,high,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00461,LH-IMGOBS-M5-2010-02,HistoricalObservation,observes,LH-COMMUNITY-LADERA-RANCH,HistoricalObject,2009-06-18,2010-05-01,LH-IMGOBS-M5-2010-02,LH-SRC-CDFW-NAIP-2009;LH-SRC-CDFW-NAIP-2010,medium,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00462,LH-IMGOBS-M5-2010-02,HistoricalObservation,derived_from,LH-SRC-CDFW-NAIP-2009,Source,,,LH-IMGOBS-M5-2010-02,LH-SRC-CDFW-NAIP-2009,medium,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00463,LH-IMGOBS-M5-2010-02,HistoricalObservation,derived_from,LH-SRC-CDFW-NAIP-2010,Source,,,LH-IMGOBS-M5-2010-02,LH-SRC-CDFW-NAIP-2010,medium,3.0,reviewed,"Visual classification only. It does not establish legal completion, habitability, occupancy, permit status, or continuous activity between capture dates.",
LH-EDGE-M5-00464,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ALISAL-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-ALISAL,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ALISAL-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00465,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ALISAL-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ALISAL-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00466,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ALISAL-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-ALISAL,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ALISAL-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00467,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ALISAL-2011,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ALISAL-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00468,LH-OBS-LH-PRODUCT-COVENANT-HILLS-AMARANTE-I-II-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-AMARANTE-I-II,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-AMARANTE-I-II-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00469,LH-OBS-LH-PRODUCT-COVENANT-HILLS-AMARANTE-I-II-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-AMARANTE-I-II-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00470,LH-OBS-LH-PRODUCT-COVENANT-HILLS-AMARANTE-I-II-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-AMARANTE-I-II,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-AMARANTE-I-II-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00471,LH-OBS-LH-PRODUCT-COVENANT-HILLS-AMARANTE-I-II-2011,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-AMARANTE-I-II-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00472,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ARBOLEDO-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-ARBOLEDO,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ARBOLEDO-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00473,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ARBOLEDO-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ARBOLEDO-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00474,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ARBOLEDO-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-ARBOLEDO,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ARBOLEDO-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00475,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ARBOLEDO-2011,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ARBOLEDO-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00476,LH-OBS-LH-PRODUCT-COVENANT-HILLS-BELLATAIRE-I-II-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-BELLATAIRE-I-II,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-BELLATAIRE-I-II-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00477,LH-OBS-LH-PRODUCT-COVENANT-HILLS-BELLATAIRE-I-II-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-BELLATAIRE-I-II-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00478,LH-OBS-LH-PRODUCT-COVENANT-HILLS-BELLATAIRE-I-II-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-BELLATAIRE-I-II,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-BELLATAIRE-I-II-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00479,LH-OBS-LH-PRODUCT-COVENANT-HILLS-BELLATAIRE-I-II-2011,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-BELLATAIRE-I-II-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00480,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CAPISTRANO-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-CAPISTRANO,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CAPISTRANO-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00481,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CAPISTRANO-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CAPISTRANO-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00482,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CAPISTRANO-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-CAPISTRANO,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CAPISTRANO-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00483,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CAPISTRANO-2011,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CAPISTRANO-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00484,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CASTELLINA-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-CASTELLINA,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CASTELLINA-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00485,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CASTELLINA-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CASTELLINA-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00486,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CASTELLINA-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-CASTELLINA,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CASTELLINA-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00487,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CASTELLINA-2011,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-CASTELLINA-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00488,LH-OBS-LH-PRODUCT-COVENANT-HILLS-DMB-LADERA-CUSTOM-LOTS-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-DMB-LADERA-CUSTOM-LOTS,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-DMB-LADERA-CUSTOM-LOTS-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00489,LH-OBS-LH-PRODUCT-COVENANT-HILLS-DMB-LADERA-CUSTOM-LOTS-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-DMB-LADERA-CUSTOM-LOTS-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00490,LH-OBS-LH-PRODUCT-COVENANT-HILLS-DMB-LADERA-CUSTOM-LOTS-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-DMB-LADERA-CUSTOM-LOTS,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-DMB-LADERA-CUSTOM-LOTS-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00491,LH-OBS-LH-PRODUCT-COVENANT-HILLS-DMB-LADERA-CUSTOM-LOTS-2011,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-DMB-LADERA-CUSTOM-LOTS-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00492,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ENCANTADA-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-ENCANTADA,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ENCANTADA-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00493,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ENCANTADA-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ENCANTADA-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00494,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ENCANTADA-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-ENCANTADA,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ENCANTADA-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00495,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ENCANTADA-2011,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-ENCANTADA-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00496,LH-OBS-LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00497,LH-OBS-LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00498,LH-OBS-LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00499,LH-OBS-LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS-2011,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-LAS-PIEDRAS-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00500,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MERIDEN-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-MERIDEN,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MERIDEN-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00501,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MERIDEN-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MERIDEN-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00502,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MERIDEN-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-MERIDEN,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MERIDEN-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00503,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MERIDEN-2011,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2011Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MERIDEN-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00504,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MONTANEZ-2006,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-MONTANEZ,HistoricalObject,2006-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MONTANEZ-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00505,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MONTANEZ-2006,HistoricalObservation,derived_from,LH-SRC-OC-BOND-2006Q4,Source,,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MONTANEZ-2006,LH-SRC-OC-BOND-2006Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
LH-EDGE-M5-00506,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MONTANEZ-2011,HistoricalObservation,observes,LH-PRODUCT-COVENANT-HILLS-MONTANEZ,HistoricalObject,2011-12-31,,LH-OBS-LH-PRODUCT-COVENANT-HILLS-MONTANEZ-2011,LH-SRC-OC-BOND-2011Q4,high,3.0,reviewed,"Product-level CFD counts are not address-level completion, habitability, or occupancy dates; closed escrow is not transferred to a tract geometry.",
