relationshipId,fromTractId,toTractId,fromTractNumber,toTractNumber,relationshipType,intersectionAreaSqM,overlapPctOfFrom,overlapPctOfTo,chronology,geometryTest,analysisCrs,sourceIds,statementClass,confidence,reviewStatus,lifecycleConclusion,limitations
LH-XWALK-0065,LH-TRACT-15615,LH-TRACT-15631,15615,15631,documented_parent_child_map,28489.2,2.4492,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0066,LH-TRACT-15615,LH-TRACT-15620,15615,15620,documented_parent_child_map,30952.3,2.6609,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0067,LH-TRACT-15615,LH-TRACT-15623,15615,15623,documented_parent_child_map,35870.6,3.0837,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0068,LH-TRACT-15615,LH-TRACT-15627,15615,15627,documented_parent_child_map,26371.2,2.2671,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0069,LH-TRACT-15615,LH-TRACT-15621,15615,15621,contains_or_matches_extent,20352.9,1.7497,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0070,LH-TRACT-15615,LH-TRACT-15624,15615,15624,contains_or_matches_extent,49965.4,4.2954,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0071,LH-TRACT-15615,LH-TRACT-15630,15615,15630,contains_or_matches_extent,51071.8,4.3905,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0072,LH-TRACT-15615,LH-TRACT-15629,15615,15629,documented_parent_child_map,26513.8,2.2793,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0073,LH-TRACT-16271,LH-TRACT-16355,16271,16355,documented_parent_child_map,37207.6,7.7170,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0074,LH-TRACT-15986,LH-TRACT-16667,15986,16667,documented_parent_child_map,28512.8,5.8558,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0075,LH-TRACT-16157,LH-TRACT-16270,16157,16270,contains_or_matches_extent,13708.6,4.8643,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0076,LH-TRACT-16271,LH-TRACT-16356,16271,16356,documented_parent_child_map,25938.3,5.3797,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0077,LH-TRACT-16203,LH-TRACT-15827,16203,15827,partial_overlap,102.0,0.0177,0.0325,from_recorded_after_to,intersection exceeds 1 square metre,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,low,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0078,LH-TRACT-16203,LH-TRACT-16249,16203,16249,contains_or_matches_extent,30495.9,5.3013,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0079,LH-TRACT-15884,LH-TRACT-15886,15884,15886,documented_parent_child_map,25029.5,7.0325,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0080,LH-TRACT-16235,LH-TRACT-16246,16235,16246,contains_or_matches_extent,64454.4,24.7855,99.9993,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0081,LH-TRACT-16234,LH-TRACT-16240,16234,16240,documented_parent_child_map,37901.1,8.5382,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0082,LH-TRACT-16234,LH-TRACT-16238,16234,16238,contains_or_matches_extent,50717.2,11.4253,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0083,LH-TRACT-15884,LH-TRACT-15888,15884,15888,documented_parent_child_map,21122.2,5.9347,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0084,LH-TRACT-16271,LH-TRACT-16353,16271,16353,documented_parent_child_map,25771.1,5.3450,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0085,LH-TRACT-16271,LH-TRACT-16351,16271,16351,documented_parent_child_map,37181.5,7.7116,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0086,LH-TRACT-16271,LH-TRACT-16352,16271,16352,contains_or_matches_extent,17217.4,3.5710,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0087,LH-TRACT-16234,LH-TRACT-16239,16234,16239,contains_or_matches_extent,54304.5,12.2334,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0088,LH-TRACT-16156,LH-TRACT-16126,16156,16126,documented_parent_child_map,24366.2,8.3630,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,visual_interpretation,medium,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0089,LH-TRACT-15987,LH-TRACT-16388,15987,16388,documented_parent_child_map,31150.2,5.4137,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0090,LH-TRACT-15987,LH-TRACT-16505,15987,16505,contains_or_matches_extent,37594.8,6.5338,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0091,LH-TRACT-15986,LH-TRACT-16400,15986,16400,contains_or_matches_extent,26192.5,5.3793,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0092,LH-TRACT-15827,LH-TRACT-15914,15827,15914,documented_parent_child_map,5179.6,1.6520,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0093,LH-TRACT-15986,LH-TRACT-16393,15986,16393,contains_or_matches_extent,14188.4,2.9139,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0094,LH-TRACT-15987,LH-TRACT-16389,15987,16389,documented_parent_child_map,22542.9,3.9178,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0095,LH-TRACT-15987,LH-TRACT-16386,15987,16386,contains_or_matches_extent,25535.5,4.4379,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,medium,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0096,LH-TRACT-15987,LH-TRACT-16235,15987,16235,partial_overlap,1.6,0.0003,0.0006,from_recorded_after_to,intersection exceeds 1 square metre,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,low,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0097,LH-TRACT-15987,LH-TRACT-16390,15987,16390,documented_parent_child_map,27343.7,4.7522,55.4696,from_recorded_before_to,intersection exceeds 1 square metre; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0098,LH-TRACT-15987,LH-TRACT-16515,15987,16515,documented_parent_child_map,53411.0,9.2825,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0099,LH-TRACT-15987,LH-TRACT-16387,15987,16387,documented_parent_child_map,33525.2,5.8265,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,visual_interpretation,medium,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0100,LH-TRACT-15987,LH-TRACT-16391,15987,16391,partial_overlap,51377.7,8.9291,57.9065,from_recorded_before_to,intersection exceeds 1 square metre,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,low,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
LH-XWALK-0101,LH-TRACT-15986,LH-TRACT-16392,15986,16392,documented_parent_child_map,40472.8,8.3120,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0102,LH-TRACT-15986,LH-TRACT-16394,15986,16394,documented_parent_child_map,36488.2,7.4937,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,visual_interpretation,medium,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0103,LH-TRACT-16156,LH-TRACT-16118,16156,16118,documented_parent_child_map,35893.9,12.3195,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0104,LH-TRACT-15986,LH-TRACT-16504,15986,16504,documented_parent_child_map,44109.3,9.0589,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0105,LH-TRACT-15986,LH-TRACT-16395,15986,16395,documented_parent_child_map,70812.7,14.5431,100.0000,from_recorded_before_to,intersection covers at least 99.9 percent of smaller measured geometry; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0106,LH-TRACT-15986,LH-TRACT-16390,15986,16390,documented_parent_child_map,21951.2,4.5082,44.5304,from_recorded_before_to,intersection exceeds 1 square metre; parent/child wording recovered from recorded-map title sheet,EPSG:26946,LH-SRC-OC-TRACTS;LH-SRC-OC-LMS-TRACT-PDFS,documented_exact,high,documented_title_sheet_relationship,not_established,"Title-sheet wording documents legal map lineage. It does not establish grading, construction, sale, habitability, or occupancy."
LH-XWALK-0107,LH-TRACT-16391,LH-TRACT-15986,16391,15986,partial_overlap,37347.5,42.0934,7.6702,from_recorded_after_to,intersection exceeds 1 square metre,EPSG:26946,LH-SRC-OC-TRACTS,visual_interpretation,low,legal_map_relationship_review_required,not_established,"Geometric overlap and recording order do not prove amendment, supersession, grading, construction, sale, or occupancy. Review recorded map title sheets."
