terrainContextId,tractId,tractNumber,recordDate,pixelCount,sampledAreaSqM,minElevationM,medianElevationM,meanElevationM,maxElevationM,reliefM,meanSlopeDeg,medianSlopeDeg,p90SlopeDeg,steepSlopeGe20DegPct,dominantAspectSector,flatLt2DegPct,northFacingPct,eastFacingPct,southFacingPct,westFacingPct,demNominalYear,analysisCrs,horizontalPixelSizeM,sourceIds,statementClass,confidence,limitations
LH-TERRAIN-TRACT-16116-2018,LH-TRACT-16116,16116,2002-05-16,1959,48932.4,144.4,149.4,151.6,165.8,21.4,6.31,2.63,20.07,10.16,flat,38.49,18.84,8.58,10.06,45.23,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16117-2018,LH-TRACT-16117,16117,2001-12-26,690,17235.0,142.5,144.4,144.3,145.7,3.2,2.18,1.66,4.17,0.00,flat,58.12,19.71,7.10,3.62,30.87,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16118-2018,LH-TRACT-16118,16118,2001-10-26,1437,35893.8,149.5,161.5,158.9,164.4,14.9,3.61,2.09,9.49,2.30,flat,47.95,7.86,10.51,24.57,31.73,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16119-2018,LH-TRACT-16119,16119,2001-12-26,460,11490.0,148.7,153.2,153.1,154.7,6.0,3.79,1.68,11.30,3.91,flat,55.00,22.83,19.78,3.26,19.57,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16120-2018,LH-TRACT-16120,16120,2001-10-12,1111,27750.8,157.3,166.7,167.7,176.4,19.1,4.72,2.57,12.80,3.24,flat,39.51,47.79,11.79,1.08,26.64,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16121-2018,LH-TRACT-16121,16121,2001-12-26,1665,41588.8,159.2,166.9,167.3,173.4,14.2,3.47,1.91,8.75,0.96,flat,51.05,21.98,11.23,7.51,28.95,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16122-2018,LH-TRACT-16122,16122,2001-12-26,1157,28899.8,171.4,179.9,179.1,181.4,10.0,3.53,1.95,8.68,1.99,flat,51.69,15.99,9.85,12.88,30.60,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16126-2018,LH-TRACT-16126,16126,2001-11-08,975,24353.8,142.0,144.4,144.5,147.2,5.2,2.08,1.63,4.47,0.00,flat,64.10,6.46,0.10,10.05,34.67,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16127-2018,LH-TRACT-16127,16127,2001-07-30,806,20132.5,145.9,148.1,148.0,149.5,3.6,2.02,1.62,4.26,0.00,flat,63.15,17.00,4.71,11.66,29.28,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16155-2018,LH-TRACT-16155,16155,2001-01-26,16329,407870.0,143.9,151.7,154.1,179.6,35.7,4.65,2.04,14.62,6.44,flat,49.43,12.24,6.82,19.46,35.70,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16156-2018,LH-TRACT-16156,16156,2001-01-26,11677,291671.1,141.7,162.9,161.7,189.5,47.8,6.39,2.80,20.84,11.03,flat,37.99,22.13,6.72,11.72,45.48,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16157-2018,LH-TRACT-16157,16157,2001-01-26,11286,281904.6,134.4,142.2,141.9,147.7,13.3,1.88,1.23,3.78,0.00,flat,74.22,5.39,2.74,13.05,19.25,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16203-2018,LH-TRACT-16203,16203,2002-01-24,23021,575024.5,125.0,141.6,142.5,186.6,61.5,8.03,3.08,21.84,13.88,flat,39.13,9.29,21.78,24.75,28.84,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16234-2018,LH-TRACT-16234,16234,2001-12-26,17775,443988.6,140.1,157.6,160.2,178.2,38.1,4.93,2.39,14.46,6.51,flat,43.18,9.16,25.25,32.10,18.15,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16235-2018,LH-TRACT-16235,16235,2002-02-14,10405,259898.8,125.6,152.7,150.1,159.7,34.1,6.62,2.77,21.74,12.30,flat,40.20,15.80,32.60,22.65,17.06,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16236-2018,LH-TRACT-16236,16236,2002-05-29,1950,48707.6,158.2,165.7,166.1,170.6,12.4,3.35,2.29,7.59,0.10,flat,43.28,9.54,9.69,26.77,34.00,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16237-2018,LH-TRACT-16237,16237,2002-08-14,1590,39715.4,165.9,168.7,169.2,175.6,9.7,2.70,2.24,5.33,0.00,flat,44.78,9.43,11.19,34.47,26.60,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16238-2018,LH-TRACT-16238,16238,2002-08-21,2034,50805.8,167.8,172.0,172.0,178.2,10.4,2.98,2.30,6.11,0.00,flat,43.46,7.47,32.74,36.18,9.24,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16239-2018,LH-TRACT-16239,16239,2002-06-26,2173,54277.8,150.5,156.9,156.3,159.2,8.7,2.95,1.95,5.70,0.92,flat,51.27,7.23,11.97,27.47,25.45,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16240-2018,LH-TRACT-16240,16240,2002-06-28,1520,37967.0,154.0,157.5,157.3,161.1,7.1,2.84,2.02,5.30,0.46,flat,49.74,13.68,21.32,28.68,12.96,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16241-2018,LH-TRACT-16241,16241,2003-02-25,1449,36193.5,153.0,155.7,155.7,159.5,6.5,2.76,1.60,5.74,1.24,flat,59.01,7.45,17.05,25.40,13.80,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16242-2018,LH-TRACT-16242,16242,2002-06-18,900,22480.4,153.2,156.2,156.1,158.5,5.4,3.05,2.08,6.11,0.33,flat,48.11,15.67,27.22,26.89,15.89,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16243-2018,LH-TRACT-16243,16243,2002-08-30,1606,40115.1,152.5,155.4,155.3,157.2,4.7,2.77,1.86,5.82,0.50,flat,53.05,16.75,12.20,8.28,26.21,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16244-2018,LH-TRACT-16244,16244,2003-05-02,1881,46984.1,137.6,152.1,150.5,157.1,19.5,7.34,2.98,22.15,14.14,flat,38.49,26.26,44.18,10.26,11.48,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16245-2018,LH-TRACT-16245,16245,2002-07-26,1738,43412.2,153.1,157.2,157.1,159.7,6.5,3.01,1.88,7.60,0.35,flat,52.88,14.61,21.29,13.41,17.32,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16246-2018,LH-TRACT-16246,16246,2003-05-02,2577,64369.0,137.7,149.4,147.0,154.8,17.1,3.62,1.96,9.06,2.72,flat,51.22,11.18,14.82,29.69,18.12,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16247-2018,LH-TRACT-16247,16247,2002-05-24,879,21955.9,127.3,129.5,129.4,131.2,4.0,2.43,1.73,4.23,0.00,flat,56.77,23.44,7.62,12.06,28.33,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16248-2018,LH-TRACT-16248,16248,2003-01-17,1127,28150.5,130.0,132.2,132.1,133.3,3.2,1.74,1.32,3.67,0.00,flat,71.96,3.73,2.75,14.02,14.82,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16249-2018,LH-TRACT-16249,16249,2002-08-22,1223,30548.4,128.8,132.7,132.5,135.3,6.4,1.96,1.45,4.00,0.00,flat,67.13,3.19,0.41,20.52,24.12,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16250-2018,LH-TRACT-16250,16250,2002-05-24,1341,33495.8,133.8,135.7,135.9,139.9,6.1,2.31,1.75,3.79,0.52,flat,57.42,4.62,16.70,24.61,9.99,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16270-2018,LH-TRACT-16270,16270,2002-09-27,547,13663.1,136.2,138.2,138.2,139.8,3.6,1.72,1.53,3.16,0.00,flat,66.91,1.83,0.18,22.49,28.34,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16271-2018,LH-TRACT-16271,16271,2003-02-27,19298,482030.5,84.9,106.8,111.7,172.6,87.6,10.00,4.10,25.47,24.19,flat,33.28,19.16,38.39,27.80,13.21,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16341-2018,LH-TRACT-16341,16341,2003-02-27,27334,682755.8,103.0,122.7,125.9,186.7,83.7,7.57,2.67,23.84,15.97,flat,40.46,8.87,24.87,31.39,21.00,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16342-2018,LH-TRACT-16342,16342,2003-07-25,1579,39440.7,121.9,131.3,129.2,134.0,12.1,3.07,1.72,7.08,1.52,flat,56.43,7.35,18.49,19.95,15.90,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16346-2018,LH-TRACT-16346,16346,2003-08-18,1428,35669.0,116.9,120.8,120.7,125.1,8.2,2.97,1.65,6.19,2.03,flat,57.98,7.49,18.84,22.90,12.82,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16347-2018,LH-TRACT-16347,16347,2003-09-19,1508,37667.2,110.2,113.2,113.1,116.0,5.8,2.03,1.62,4.02,0.00,flat,61.07,6.76,16.38,25.66,11.80,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16348-2018,LH-TRACT-16348,16348,2003-08-18,1277,31897.2,111.2,113.9,114.0,117.0,5.8,2.02,1.71,3.66,0.00,flat,62.33,5.01,4.70,23.34,26.86,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16349-2018,LH-TRACT-16349,16349,2003-07-08,1365,34095.3,126.3,129.2,129.2,131.3,4.9,3.29,2.08,7.13,1.25,flat,47.99,19.19,15.16,20.66,16.63,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16350-2018,LH-TRACT-16350,16350,2003-07-08,1469,36693.1,111.9,118.2,118.6,126.1,14.2,3.86,2.20,10.21,0.82,flat,46.29,6.06,6.54,36.01,32.33,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16351-2018,LH-TRACT-16351,16351,2003-10-31,1493,37292.5,109.6,112.3,112.4,116.7,7.0,2.84,1.95,5.45,0.67,flat,51.57,13.06,30.74,25.18,2.48,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16352-2018,LH-TRACT-16352,16352,2003-10-31,697,17409.8,99.2,100.9,100.9,101.8,2.6,1.65,1.44,2.84,0.00,flat,74.03,4.16,8.32,17.65,9.18,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16353-2018,LH-TRACT-16353,16353,2003-12-19,1034,25827.5,108.0,110.7,110.8,113.3,5.4,2.45,1.64,4.30,0.87,flat,59.38,9.19,4.35,21.57,19.05,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16354-2018,LH-TRACT-16354,16354,2003-08-18,1664,41563.8,95.1,98.5,98.6,102.5,7.3,3.01,1.90,6.95,0.18,flat,52.88,17.07,24.22,21.39,10.22,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16355-2018,LH-TRACT-16355,16355,2003-12-18,1490,37217.6,91.7,96.8,96.6,100.0,8.3,2.75,2.02,5.81,0.13,flat,49.60,12.75,4.43,29.46,26.64,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16356-2018,LH-TRACT-16356,16356,2003-08-28,1039,25952.4,105.4,109.4,109.4,111.6,6.2,2.53,1.59,4.91,0.19,flat,61.21,7.03,1.54,19.54,24.35,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16384-2018,LH-TRACT-16384,16384,2004-02-13,917,22905.1,145.6,149.0,149.3,153.5,7.9,2.93,1.94,6.19,0.44,flat,51.36,22.14,11.45,12.65,28.57,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16385-2018,LH-TRACT-16385,16385,2004-02-13,907,22655.3,148.1,159.6,158.3,168.8,20.7,12.36,11.55,25.35,34.07,flat,26.46,13.34,10.47,37.82,49.50,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16386-2018,LH-TRACT-16386,16386,2004-02-13,1018,25427.9,163.8,168.6,168.4,172.4,8.6,3.10,1.80,6.93,0.69,flat,53.83,10.61,19.55,29.76,16.99,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16387-2018,LH-TRACT-16387,16387,2004-02-04,1343,33545.8,173.9,178.2,178.5,189.3,15.4,5.32,2.41,18.82,8.49,flat,44.68,8.04,11.54,20.85,35.82,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16388-2018,LH-TRACT-16388,16388,2004-01-30,1256,31372.7,176.5,190.8,189.4,192.5,16.0,3.83,2.40,9.34,1.51,flat,44.43,10.11,12.34,27.55,26.99,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16389-2018,LH-TRACT-16389,16389,2003-02-06,900,22480.4,182.6,188.6,187.6,191.7,9.1,4.06,2.62,10.42,1.56,flat,42.22,6.44,18.67,43.00,13.11,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16390-2018,LH-TRACT-16390,16390,2004-04-23,1979,49432.0,149.8,162.5,165.0,172.5,22.7,3.35,2.27,6.67,1.11,flat,45.98,20.52,10.41,17.28,35.17,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16391-2018,LH-TRACT-16391,16391,2004-10-29,3555,88797.7,119.5,151.5,149.1,170.4,50.9,5.63,3.84,13.74,3.54,flat,32.35,9.96,8.75,41.91,42.42,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16392-2018,LH-TRACT-16392,16392,2004-07-06,1620,40464.8,112.3,117.4,117.1,119.8,7.5,3.02,2.00,6.73,0.37,flat,50.00,9.81,18.33,28.95,16.05,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
LH-TERRAIN-TRACT-16393-2018,LH-TRACT-16393,16393,2004-07-19,567,14162.7,102.4,106.8,106.4,109.9,7.5,3.95,2.58,9.68,0.88,flat,38.45,5.82,11.29,38.98,34.74,2018,EPSG:26946,4.998,LH-SRC-OC-DEM-2018;LH-SRC-CENSUS-CDP;LH-SRC-OC-TRACTS,documented_approximate,medium,"2018 post-study terrain sampled within the current Census CDP; not a 1997-2010 surface, not parcel-scale hydrologic routing, and not evidence of material movement between locations."
