observationId,observedEntityId,observationType,observedValue,dateStart,dateEnd,temporalPrecision,geometryId,geometryType,geometryStatus,method,sourceIds,sourceLocator,statementClass,confidence,limitations,notes
LH-OBS-TRACT-16235,LH-TRACT-16235,legal_tract_map_recording,Tract 16235 recorded as MM 825/30-39,2002-02-14,,day,LH-TRACT-16235,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13038; MM 825/30-39,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_parent_map
LH-OBS-TRACT-16236,LH-TRACT-16236,legal_tract_map_recording,Tract 16236 recorded as MM 832/24-29,2002-05-29,,day,LH-TRACT-16236,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 3358; MM 832/24-29,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16237,LH-TRACT-16237,legal_tract_map_recording,Tract 16237 recorded as MM 835/17-20,2002-08-14,,day,LH-TRACT-16237,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 2232; MM 835/17-20,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16238,LH-TRACT-16238,legal_tract_map_recording,Tract 16238 recorded as MM 835/21-25,2002-08-21,,day,LH-TRACT-16238,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 8630; MM 835/21-25,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16239,LH-TRACT-16239,legal_tract_map_recording,Tract 16239 recorded as MM 834/9-15,2002-06-26,,day,LH-TRACT-16239,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 9841; MM 834/9-15,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16240,LH-TRACT-16240,legal_tract_map_recording,Tract 16240 recorded as MM 834/22-25,2002-06-28,,day,LH-TRACT-16240,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 8629; MM 834/22-25,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16241,LH-TRACT-16241,legal_tract_map_recording,Tract 16241 recorded as MM 840/32-36,2003-02-25,,day,LH-TRACT-16241,Polygon,original_invalid_repaired_for_measurement,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 2676; MM 840/32-36,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16242,LH-TRACT-16242,legal_tract_map_recording,Tract 16242 recorded as MM 833/24-27,2002-06-18,,day,LH-TRACT-16242,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 1202; MM 833/24-27,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16243,LH-TRACT-16243,legal_tract_map_recording,Tract 16243 recorded as MM 835/34-39,2002-08-30,,day,LH-TRACT-16243,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 3359; MM 835/34-39,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16244,LH-TRACT-16244,legal_tract_map_recording,Tract 16244 recorded as MM 840/47-50,2003-05-02,,day,LH-TRACT-16244,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 4807; MM 840/47-50,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16245,LH-TRACT-16245,legal_tract_map_recording,Tract 16245 recorded as MM 835/7-11,2002-07-26,,day,LH-TRACT-16245,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 4531; MM 835/7-11,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16246,LH-TRACT-16246,legal_tract_map_recording,Tract 16246 recorded as MM 842/45-49,2003-05-02,,day,LH-TRACT-16246,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 8042; MM 842/45-49,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16247,LH-TRACT-16247,legal_tract_map_recording,Tract 16247 recorded as MM 832/16-19,2002-05-24,,day,LH-TRACT-16247,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 5387; MM 832/16-19,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16248,LH-TRACT-16248,legal_tract_map_recording,Tract 16248 recorded as MM 839/27-33,2003-01-17,,day,LH-TRACT-16248,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 4019; MM 839/27-33,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16249,LH-TRACT-16249,legal_tract_map_recording,Tract 16249 recorded as MM 835/26-33,2002-08-22,,day,LH-TRACT-16249,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13039; MM 835/26-33,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16250,LH-TRACT-16250,legal_tract_map_recording,Tract 16250 recorded as MM 832/20-23,2002-05-24,,day,LH-TRACT-16250,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 2129; MM 832/20-23,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16270,LH-TRACT-16270,legal_tract_map_recording,Tract 16270 recorded as MM 836/40-43,2002-09-27,,day,LH-TRACT-16270,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 6999; MM 836/40-43,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16271,LH-TRACT-16271,legal_tract_map_recording,Tract 16271 recorded as MM 839/34-45,2003-02-27,,day,LH-TRACT-16271,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 8751; MM 839/34-45,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_parent_map
LH-OBS-TRACT-16341,LH-TRACT-16341,legal_tract_map_recording,Tract 16341 recorded as MM 840/1-20,2003-02-27,,day,LH-TRACT-16341,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 83; MM 840/1-20,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_parent_map
LH-OBS-TRACT-16342,LH-TRACT-16342,legal_tract_map_recording,Tract 16342 recorded as MM 847/36-39,2003-07-25,,day,LH-TRACT-16342,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 1759; MM 847/36-39,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16346,LH-TRACT-16346,legal_tract_map_recording,Tract 16346 recorded as MM 848/15-18,2003-08-18,,day,LH-TRACT-16346,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 2965; MM 848/15-18,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16347,LH-TRACT-16347,legal_tract_map_recording,Tract 16347 recorded as MM 849/31-39,2003-09-19,,day,LH-TRACT-16347,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 11074; MM 849/31-39,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16348,LH-TRACT-16348,legal_tract_map_recording,Tract 16348 recorded as MM 848/23-28,2003-08-18,,day,LH-TRACT-16348,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 5746; MM 848/23-28,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16349,LH-TRACT-16349,legal_tract_map_recording,Tract 16349 recorded as MM 847/5-10,2003-07-08,,day,LH-TRACT-16349,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 6836; MM 847/5-10,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16350,LH-TRACT-16350,legal_tract_map_recording,Tract 16350 recorded as MM 847/1-4,2003-07-08,,day,LH-TRACT-16350,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 5242; MM 847/1-4,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16351,LH-TRACT-16351,legal_tract_map_recording,Tract 16351 recorded as MM 850/28-32,2003-10-31,,day,LH-TRACT-16351,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 12336; MM 850/28-32,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16352,LH-TRACT-16352,legal_tract_map_recording,Tract 16352 recorded as MM 850/33-37,2003-10-31,,day,LH-TRACT-16352,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13529; MM 850/33-37,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16353,LH-TRACT-16353,legal_tract_map_recording,Tract 16353 recorded as MM 853/16-20,2003-12-19,,day,LH-TRACT-16353,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 9390; MM 853/16-20,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16354,LH-TRACT-16354,legal_tract_map_recording,Tract 16354 recorded as MM 848/19-22,2003-08-18,,day,LH-TRACT-16354,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 4268; MM 848/19-22,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16355,LH-TRACT-16355,legal_tract_map_recording,Tract 16355 recorded as MM 852/1-6,2003-12-18,,day,LH-TRACT-16355,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 5880; MM 852/1-6,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16356,LH-TRACT-16356,legal_tract_map_recording,Tract 16356 recorded as MM 848/44-46,2003-08-28,,day,LH-TRACT-16356,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 7560; MM 848/44-46,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16384,LH-TRACT-16384,legal_tract_map_recording,Tract 16384 recorded as MM 853/39-42,2004-02-13,,day,LH-TRACT-16384,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 3337; MM 853/39-42,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16385,LH-TRACT-16385,legal_tract_map_recording,Tract 16385 recorded as MM 853/34-38,2004-02-13,,day,LH-TRACT-16385,Polygon,original_invalid_repaired_for_measurement,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 584; MM 853/34-38,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16386,LH-TRACT-16386,legal_tract_map_recording,Tract 16386 recorded as MM 852/45-49,2004-02-13,,day,LH-TRACT-16386,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13037; MM 852/45-49,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16387,LH-TRACT-16387,legal_tract_map_recording,Tract 16387 recorded as MM 853/47-50,2004-02-04,,day,LH-TRACT-16387,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 14099; MM 853/47-50,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16388,LH-TRACT-16388,legal_tract_map_recording,Tract 16388 recorded as MM 854/1-5,2004-01-30,,day,LH-TRACT-16388,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 10590; MM 854/1-5,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16389,LH-TRACT-16389,legal_tract_map_recording,Tract 16389 recorded as MM 839/24-26,2003-02-06,,day,LH-TRACT-16389,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 12353; MM 839/24-26,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16390,LH-TRACT-16390,legal_tract_map_recording,Tract 16390 recorded as MM 856/30-34,2004-04-23,,day,LH-TRACT-16390,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13818; MM 856/30-34,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16391,LH-TRACT-16391,legal_tract_map_recording,Tract 16391 recorded as MM 861/29-35,2004-10-29,,day,LH-TRACT-16391,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 14148; MM 861/29-35,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",partial_overlap_review_required
LH-OBS-TRACT-16392,LH-TRACT-16392,legal_tract_map_recording,Tract 16392 recorded as MM 859/22-27,2004-07-06,,day,LH-TRACT-16392,Polygon,original_invalid_repaired_for_measurement,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13035; MM 859/22-27,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16393,LH-TRACT-16393,legal_tract_map_recording,Tract 16393 recorded as MM 859/17-21,2004-07-19,,day,LH-TRACT-16393,Polygon,original_invalid_repaired_for_measurement,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 11807; MM 859/17-21,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16394,LH-TRACT-16394,legal_tract_map_recording,Tract 16394 recorded as MM 859/33-37,2004-07-06,,day,LH-TRACT-16394,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13036; MM 859/33-37,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16395,LH-TRACT-16395,legal_tract_map_recording,Tract 16395 recorded as MM 861/36-41,2004-10-28,,day,LH-TRACT-16395,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13816; MM 861/36-41,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16400,LH-TRACT-16400,legal_tract_map_recording,Tract 16400 recorded as MM 859/28-32,2004-07-06,,day,LH-TRACT-16400,Polygon,original_invalid_repaired_for_measurement,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 10593; MM 859/28-32,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16414,LH-TRACT-16414,legal_tract_map_recording,Tract 16414 recorded as MM 838/47-50,2003-02-06,,day,LH-TRACT-16414,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 1762; MM 838/47-50,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16471,LH-TRACT-16471,legal_tract_map_recording,Tract 16471 recorded as MM 861/42-49,2004-10-28,,day,LH-TRACT-16471,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 10592; MM 861/42-49,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",standalone_or_unresolved
LH-OBS-TRACT-16472,LH-TRACT-16472,legal_tract_map_recording,Tract 16472 recorded as MM 862/1-10,2004-10-26,,day,LH-TRACT-16472,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 12337; MM 862/1-10,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",standalone_or_unresolved
LH-OBS-TRACT-16473,LH-TRACT-16473,legal_tract_map_recording,Tract 16473 recorded as MM 862/11-20,2004-10-26,,day,LH-TRACT-16473,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13528; MM 862/11-20,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",standalone_or_unresolved
LH-OBS-TRACT-16504,LH-TRACT-16504,legal_tract_map_recording,Tract 16504 recorded as MM 856/37-41,2004-04-30,,day,LH-TRACT-16504,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13684; MM 856/37-41,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16505,LH-TRACT-16505,legal_tract_map_recording,Tract 16505 recorded as MM 856/42-46,2004-04-30,,day,LH-TRACT-16505,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 10591; MM 856/42-46,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",possible_nested_subdivision_map
LH-OBS-TRACT-16515,LH-TRACT-16515,legal_tract_map_recording,Tract 16515 recorded as MM 850/21-25,2003-10-27,,day,LH-TRACT-16515,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 13820; MM 850/21-25,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16586,LH-TRACT-16586,legal_tract_map_recording,Tract 16586 recorded as MM 858/29-44,2004-06-10,,day,LH-TRACT-16586,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 3336; MM 858/29-44,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",standalone_or_unresolved
LH-OBS-TRACT-16667,LH-TRACT-16667,legal_tract_map_recording,Tract 16667 recorded as MM 861/25-28,2004-10-29,,day,LH-TRACT-16667,Polygon,original_valid,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 6837; MM 861/25-28,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-TRACT-16687,LH-TRACT-16687,legal_tract_map_recording,Tract 16687 recorded as MM 865/34-39,2005-04-14,,day,LH-TRACT-16687,Polygon,original_invalid_repaired_for_measurement,direct County attribute transcription and source-geometry audit,LH-SRC-OC-TRACTS,County object ID 4170; MM 865/34-39,documented_exact,high,"Recording is a legal subdivision milestone only; it does not date construction, habitability, sale, or occupancy.",documented_or_interpreted_nested_subdivision_map
LH-OBS-LH-EVT-001,LH-FEAT-COMMUNITY,eir_certification,Board of Supervisors certifies Final EIR 555,1995-10-17,,day,,,nonspatial_observation,direct transcription,LH-SRC-OC-EIR-CERT,PDF page 3,documented_exact,high,Developer retrospective separately describes County approval in 1997; the exact broader entitlement action remains to be retrieved,Official County staff record retrospectively identifies the certification date
LH-OBS-LH-EVT-001B,LH-FEAT-COMMUNITY,approval_claim,Developer retrospective places County approval in 1997,1997-01-01,1997-12-31,year,,,nonspatial_observation,direct transcription,LH-SRC-RMV-PLANNING,Responsible Planning - Ladera Ranch 1997,documented_approximate,low,Official County record dates Final EIR 555 certification to 1995-10-17; the retrospective does not identify the 1997 action,"Preserved as a source claim, not treated as the exact entitlement action"
LH-OBS-LH-EVT-002,LH-FEAT-COMMUNITY,development_start,Development begins,1998-01-01,1998-12-31,year,,,nonspatial_observation,direct transcription,LH-SRC-ULI-CASE,Case study opening summary,documented_approximate,medium,,Substantial completion is separately dated to 2006
LH-OBS-LH-EVT-003,LH-FEAT-COMMUNITY,standards_approval,Original alternative development standards approved,1998-04-07,,day,,,nonspatial_observation,direct transcription,LH-SRC-OC-ADS,Cover/version history,documented_exact,high,,Regulatory milestone only
LH-OBS-LH-EVT-004,LH-FEAT-UTILITIES,utilities,Phase 1 utility environmental record received,1999-03-09,,day,,,nonspatial_observation,direct transcription,LH-SRC-CEQANET-UTILITIES,CEQAnet SCH 1999031033,documented_exact,high,,Includes domestic and nondomestic water sewer force mains pump station and lift station
LH-OBS-LH-EVT-005,LH-FEAT-COMMUNITY,standards_approval,Alternative development standards approval,1999-03-09,,day,,,nonspatial_observation,direct transcription,LH-SRC-OC-ADS,Cover/version history,documented_exact,high,,Regulatory milestone only
LH-OBS-LH-EVT-006,LH-FEAT-SALES,sales,Dirt Tour sales begin,1999-08-01,1999-08-31,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,08/1999,documented_exact,medium,,Exact day not published
LH-OBS-LH-EVT-007,LH-FEAT-SALES,sales,93 new homes sold,1999-10-01,1999-10-31,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,10/1999,documented_exact,medium,,Sales figure awaits original sales ledger corroboration
LH-OBS-LH-EVT-008,LH-FEAT-OCCUPANCY,occupancy,First resident moves in,1999-12-14,,day,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,12/1999,documented_exact,medium,,Community-level event; village assignment is not encoded without a primary occupancy record
LH-OBS-LH-EVT-009,LH-FEAT-COMMUNITY,standards_approval,Chief County Engineer approves standards supplement 3,2000-02-28,,day,,,nonspatial_observation,direct transcription,LH-SRC-OC-ADS,Cover/version history,documented_exact,high,,Regulatory milestone only
LH-OBS-LH-EVT-010,LH-FEAT-SALES,sales,562 total new homes sold,2000-03-01,2000-03-31,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,03/2000,documented_exact,medium,,Timeline reports 469 new and 562 total
LH-OBS-LH-EVT-011,LH-FEAT-OAK-KNOLL-CLUBHOUSE,clubhouse,Oak Knoll Clubhouse opens,2000-03-01,2000-03-31,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,03/2000,documented_exact,medium,,Exact day not published
LH-OBS-LH-EVT-012,LH-FEAT-SALES,sales,1546 total new homes sold,2001-02-01,2001-02-28,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,02/2001,documented_exact,medium,,Timeline reports 984 new and 31 neighborhoods open
LH-OBS-LH-EVT-013,LH-FEAT-SPORTS-PARK,park,Ladera Ranch Sports Park opens,2001-06-01,2001-06-30,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,06/2001,documented_exact,medium,,Exact day not published
LH-OBS-LH-EVT-014,LH-SCHOOL-CHAPARRAL,school,Chaparral Elementary opens,2001-09-01,2001-09-30,month,LH-SCHOOL-CHAPARRAL,Point,current_facility_centroid,direct transcription,LH-SRC-CUSD-CHAPARRAL,School overview,documented_exact,high,,Exact day not published
LH-OBS-LH-EVT-015,LH-FEAT-BRIDGEPARK-PLAZA,commercial,Bridgepark Plaza opens,2001-10-01,2001-10-31,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,10/2001,documented_exact,medium,,Exact day not published
LH-OBS-LH-EVT-016,LH-FEAT-TOWN-GREEN,park,Town Green opens,2001-10-01,2001-10-31,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,10/2001,documented_exact,medium,,Exact day not published
LH-OBS-LH-EVT-017,LH-FEAT-SALES,sales,2488 total new homes sold,2002-03-01,2002-03-31,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,03/2002,documented_exact,medium,,Timeline reports 942 new and 54 neighborhoods open
LH-OBS-LH-EVT-018,LH-FEAT-AVENDALE-CLUBHOUSE,clubhouse,Avendale Village Clubhouse opens,2002-06-01,2002-06-30,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,06/2002,documented_exact,medium,,Exact day not published
LH-OBS-LH-EVT-019,LH-FEAT-SALES,sales,3987 total new homes sold,2003-04-01,2003-04-30,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,04/2003,documented_exact,medium,,Timeline also reports population 6112
LH-OBS-LH-EVT-020,LH-FEAT-FOUNDERS-PARK,park,Founders Park opens,2003-07-01,2003-07-31,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,07/2003,documented_exact,medium,,Community timeline month conflicts with school reports exact August 27 opening; events are preserved separately
LH-OBS-LH-EVT-021,LH-FEAT-LIBRARY,library,Ladera Ranch Library opens,2003-07-01,2003-07-31,month,,,nonspatial_observation,direct transcription,LH-SRC-LARMAC-TIMELINE,07/2003,documented_exact,medium,,Exact day not published
