confidence,currentCenterlineSegmentCount,currentRoadId,currentVillageDirectoryAssociations,limitations,roadName,sourceIds,streetNameNormalized,validAt
high,1,LH-CURRENT-ROAD-0001,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ABELIA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ABELIA ST,2026-07-27
high,1,LH-CURRENT-ROAD-0106,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,DELPHINIUM ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,DELPHINIUM ST,2026-07-27
high,11,LH-CURRENT-ROAD-0107,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,DENNIS LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,DENNIS LN,2026-07-27
high,2,LH-CURRENT-ROAD-0108,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,DEVENS WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,DEVENS WAY,2026-07-27
high,1,LH-CURRENT-ROAD-0109,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,DIETES CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,DIETES CT,2026-07-27
high,16,LH-CURRENT-ROAD-0110,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,DOWNING ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,DOWNING ST,2026-07-27
high,7,LH-CURRENT-ROAD-0111,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,DRACKERT LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,DRACKERT LN,2026-07-27
high,4,LH-CURRENT-ROAD-0112,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,DUFFIELD LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,DUFFIELD LN,2026-07-27
high,8,LH-CURRENT-ROAD-0113,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,DUSKYWING CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,DUSKYWING CT,2026-07-27
high,2,LH-CURRENT-ROAD-0114,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,EARLYWOOD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,EARLYWOOD,2026-07-27
high,6,LH-CURRENT-ROAD-0115,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,EARTHEN CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,EARTHEN CT,2026-07-27
high,4,LH-CURRENT-ROAD-0116,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ECO CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ECO CIR,2026-07-27
high,5,LH-CURRENT-ROAD-0117,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,EDENDALE ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,EDENDALE ST,2026-07-27
high,4,LH-CURRENT-ROAD-0118,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ELISSA LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ELISSA LN,2026-07-27
high,4,LH-CURRENT-ROAD-0119,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ELLISTON DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ELLISTON DR,2026-07-27
high,9,LH-CURRENT-ROAD-0120,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ELLSWORTH ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ELLSWORTH ST,2026-07-27
high,2,LH-CURRENT-ROAD-0121,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,EMMY LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,EMMY LN,2026-07-27
high,15,LH-CURRENT-ROAD-0122,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,EPONA WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,EPONA WAY,2026-07-27
high,2,LH-CURRENT-ROAD-0123,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ERIC ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ERIC ST,2026-07-27
high,8,LH-CURRENT-ROAD-0124,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ETON PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ETON PL,2026-07-27
high,1,LH-CURRENT-ROAD-0125,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,EVANSTON PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,EVANSTON PL,2026-07-27
high,3,LH-CURRENT-ROAD-0126,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,EVERGREEN RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,EVERGREEN RD,2026-07-27
high,3,LH-CURRENT-ROAD-0127,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FAIRHAVEN RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FAIRHAVEN RD,2026-07-27
high,8,LH-CURRENT-ROAD-0128,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FALABELLA DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FALABELLA DR,2026-07-27
high,10,LH-CURRENT-ROAD-0129,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FALKNER DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FALKNER DR,2026-07-27
high,3,LH-CURRENT-ROAD-0130,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FALLOW LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FALLOW LN,2026-07-27
high,4,LH-CURRENT-ROAD-0131,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FARMHOUSE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FARMHOUSE LN,2026-07-27
high,3,LH-CURRENT-ROAD-0132,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FAYETTE CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FAYETTE CIR,2026-07-27
high,1,LH-CURRENT-ROAD-0133,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FERGUSON PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FERGUSON PL,2026-07-27
high,1,LH-CURRENT-ROAD-0134,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FERN HAVEN FARM,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FERN HAVEN FARM,2026-07-27
high,1,LH-CURRENT-ROAD-0135,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FERRENSBY WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FERRENSBY WAY,2026-07-27
high,5,LH-CURRENT-ROAD-0136,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FIELDHOUSE,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FIELDHOUSE,2026-07-27
high,34,LH-CURRENT-ROAD-0137,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FLINTRIDGE AVE,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FLINTRIDGE AVE,2026-07-27
high,4,LH-CURRENT-ROAD-0138,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FLORA CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FLORA CT,2026-07-27
high,2,LH-CURRENT-ROAD-0139,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FLOWERDALE,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FLOWERDALE,2026-07-27
high,2,LH-CURRENT-ROAD-0140,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FOREST ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FOREST ST,2026-07-27
high,7,LH-CURRENT-ROAD-0141,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FOX HOLE RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FOX HOLE RD,2026-07-27
high,3,LH-CURRENT-ROAD-0142,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FRANCISCAN CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FRANCISCAN CT,2026-07-27
high,8,LH-CURRENT-ROAD-0143,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FRANKLIN WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FRANKLIN WAY,2026-07-27
high,5,LH-CURRENT-ROAD-0144,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,FRIAR LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,FRIAR LN,2026-07-27
high,4,LH-CURRENT-ROAD-0145,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GALORA LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GALORA LN,2026-07-27
high,4,LH-CURRENT-ROAD-0146,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GARDENIA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GARDENIA ST,2026-07-27
high,3,LH-CURRENT-ROAD-0147,Bridgepark,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GARRISON LOOP,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GARRISON LOOP,2026-07-27
high,4,LH-CURRENT-ROAD-0148,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GAUCHO RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GAUCHO RD,2026-07-27
high,7,LH-CURRENT-ROAD-0149,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GAZANIA WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GAZANIA WAY,2026-07-27
high,4,LH-CURRENT-ROAD-0150,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GILLY FLOWER ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GILLY FLOWER ST,2026-07-27
high,9,LH-CURRENT-ROAD-0151,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GLENALMOND LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GLENALMOND LN,2026-07-27
high,7,LH-CURRENT-ROAD-0152,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GLOBE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GLOBE LN,2026-07-27
high,1,LH-CURRENT-ROAD-0153,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GLOXINIA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GLOXINIA ST,2026-07-27
high,1,LH-CURRENT-ROAD-0154,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GOOSE POND RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GOOSE POND RD,2026-07-27
high,5,LH-CURRENT-ROAD-0155,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GOSSAMER PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GOSSAMER PL,2026-07-27
high,2,LH-CURRENT-ROAD-0156,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GOUGH PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GOUGH PL,2026-07-27
high,8,LH-CURRENT-ROAD-0157,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GRANVILLE ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GRANVILLE ST,2026-07-27
high,2,LH-CURRENT-ROAD-0158,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,GREVILLEA CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,GREVILLEA CT,2026-07-27
high,25,LH-CURRENT-ROAD-0159,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HALF MOON TRAIL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HALF MOON TRL,2026-07-27
high,3,LH-CURRENT-ROAD-0160,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HAMMOND RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HAMMOND RD,2026-07-27
high,4,LH-CURRENT-ROAD-0161,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HAMPSHIRE CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HAMPSHIRE CT,2026-07-27
high,4,LH-CURRENT-ROAD-0162,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HANOVERIAN WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HANOVERIAN WAY,2026-07-27
high,9,LH-CURRENT-ROAD-0163,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HARLEQUIN ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HARLEQUIN ST,2026-07-27
high,4,LH-CURRENT-ROAD-0164,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HEARTHSIDE RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HEARTHSIDE RD,2026-07-27
high,4,LH-CURRENT-ROAD-0165,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HEMPSTEAD ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HEMPSTEAD ST,2026-07-27
high,9,LH-CURRENT-ROAD-0166,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HINTERLAND WAY,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HINTERLAND WAY,2026-07-27
high,1,LH-CURRENT-ROAD-0167,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HOPKINS ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HOPKINS ST,2026-07-27
high,1,LH-CURRENT-ROAD-0168,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HYACINTH LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HYACINTH LN,2026-07-27
high,8,LH-CURRENT-ROAD-0169,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,HYDRANGEA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,HYDRANGEA ST,2026-07-27
high,3,LH-CURRENT-ROAD-0170,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,ILLUMINATA LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,ILLUMINATA LN,2026-07-27
high,1,LH-CURRENT-ROAD-0171,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,IRISH MOSS ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,IRISH MOSS ST,2026-07-27
high,31,LH-CURRENT-ROAD-0172,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,IRON HORSE TRAIL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,IRON HORSE TRL,2026-07-27
high,5,LH-CURRENT-ROAD-0173,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,IVY GATE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,IVY GATE LN,2026-07-27
high,1,LH-CURRENT-ROAD-0174,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,JACKS ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,JACKS ST,2026-07-27
high,4,LH-CURRENT-ROAD-0175,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,JENNY LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,JENNY LN,2026-07-27
high,3,LH-CURRENT-ROAD-0176,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,JEREMIAH LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,JEREMIAH LN,2026-07-27
high,7,LH-CURRENT-ROAD-0177,Bridgepark,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,JEROME LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,JEROME LN,2026-07-27
high,3,LH-CURRENT-ROAD-0178,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,JOHN ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,JOHN ST,2026-07-27
high,5,LH-CURRENT-ROAD-0179,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,JULIA ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,JULIA ST,2026-07-27
high,4,LH-CURRENT-ROAD-0180,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,KANE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,KANE LN,2026-07-27
high,5,LH-CURRENT-ROAD-0181,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,KATHRYN LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,KATHRYN LN,2026-07-27
high,3,LH-CURRENT-ROAD-0182,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,KATY ROSE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,KATY ROSE LN,2026-07-27
high,4,LH-CURRENT-ROAD-0183,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,KAYLOCK CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,KAYLOCK CT,2026-07-27
high,1,LH-CURRENT-ROAD-0184,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,KELFIELD DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,KELFIELD DR,2026-07-27
high,7,LH-CURRENT-ROAD-0185,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,KELLY LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,KELLY LN,2026-07-27
high,5,LH-CURRENT-ROAD-0186,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,KENT CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,KENT CT,2026-07-27
high,17,LH-CURRENT-ROAD-0187,Township,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,KEYSTONE DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,KEYSTONE DR,2026-07-27
high,6,LH-CURRENT-ROAD-0188,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,KINGSWAY DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,KINGSWAY DR,2026-07-27
high,18,LH-CURRENT-ROAD-0189,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,KYLE CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,KYLE CT,2026-07-27
high,3,LH-CURRENT-ROAD-0190,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LA RIATA RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LA RIATA RD,2026-07-27
high,11,LH-CURRENT-ROAD-0191,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LA SALLE LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LA SALLE LN,2026-07-27
high,2,LH-CURRENT-ROAD-0192,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LANESBORO RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LANESBORO RD,2026-07-27
high,1,LH-CURRENT-ROAD-0193,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LEFFINGTON PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LEFFINGTON PL,2026-07-27
high,4,LH-CURRENT-ROAD-0194,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LENNOX CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LENNOX CT,2026-07-27
high,8,LH-CURRENT-ROAD-0195,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LEWISTON CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LEWISTON CT,2026-07-27
high,1,LH-CURRENT-ROAD-0196,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LINDENWOOD FARM,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LINDENWOOD FARM,2026-07-27
high,23,LH-CURRENT-ROAD-0197,Bridgepark,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LIVINGSTON PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LIVINGSTON PL,2026-07-27
high,14,LH-CURRENT-ROAD-0198,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LODEN PASS,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LODEN PASS,2026-07-27
high,1,LH-CURRENT-ROAD-0199,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LONE OAK CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LONE OAK CIR,2026-07-27
high,3,LH-CURRENT-ROAD-0200,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LONGFIELD LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LONGFIELD LN,2026-07-27
high,7,LH-CURRENT-ROAD-0201,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LULLABY CIR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LULLABY CIR,2026-07-27
high,2,LH-CURRENT-ROAD-0202,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,LUNA CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,LUNA CT,2026-07-27
high,4,LH-CURRENT-ROAD-0203,Avendale,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MAGNOLIA DR,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MAGNOLIA DR,2026-07-27
high,27,LH-CURRENT-ROAD-0204,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MAIN ST,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MAIN ST,2026-07-27
high,5,LH-CURRENT-ROAD-0205,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MAITLAND RD,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MAITLAND RD,2026-07-27
high,2,LH-CURRENT-ROAD-0206,Terramor,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MANSART CT,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MANSART CT,2026-07-27
high,2,LH-CURRENT-ROAD-0207,Wycliffe,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MAPLE RUN FARM,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MAPLE RUN FARM,2026-07-27
high,4,LH-CURRENT-ROAD-0208,Covenant Hills,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MAREMMA LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MAREMMA LN,2026-07-27
high,3,LH-CURRENT-ROAD-0209,Flintridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MARKHAM LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MARKHAM LN,2026-07-27
high,6,LH-CURRENT-ROAD-0210,Echo Ridge,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MARSTON LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MARSTON LN,2026-07-27
high,6,LH-CURRENT-ROAD-0211,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MASON LN,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MASON LN,2026-07-27
high,2,LH-CURRENT-ROAD-0212,Oak Knoll,Current geometry and 2019 naming only; no historical opening or County-acceptance date is inferred.,MAYVILLE PL,LH-SRC-OC-STREET-CENTERLINES;LH-SRC-LARMAC-STREETS-2019,MAYVILLE PL,2026-07-27
