tractId,tractNumber,sourceFile,sheetCount,titledAreaAcres,numberedLots,letteredLots,rawParentTractCandidates,normalizedParentTractIds,parentLotContext,ocrCorrections,titleSheetParties,partyInterpretation,recordDate,sourceIds,method,statementClass,confidence,reviewStatus,constructionConclusion,occupancyConclusion,limitations
LH-TRACT-16102,16102,evidence/lhdrs/tract_maps/TR_16102_MM_819_1-5.pdf,5,9.480,40,7,,,,,Standard Pacific Corp.,title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-06-12,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16103,16103,evidence/lhdrs/tract_maps/TR_16103_MM_817_1-5.pdf,5,6.432,36,7,,,,,"Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-06-12,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16104,16104,evidence/lhdrs/tract_maps/TR_16104_MM_821_35-40.pdf,6,12.208,78,,18155,LH-TRACT-16155,LOT 6 OF TRACT NO. 18155,18155->16155,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-07-31,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16105,16105,evidence/lhdrs/tract_maps/TR_16105_MM_823_18-26.pdf,9,,,,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-04-01,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16114,16114,evidence/lhdrs/tract_maps/TR_16114_MM_821_41-44.pdf,,5.901,34,,16025,LH-TRACT-16025,LOT 3 OF TRACT NO. 16025,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-07-31,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16115,16115,evidence/lhdrs/tract_maps/TR_16115_MM_825_40-45.pdf,6,9.147,55,4,,,,,"Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-02-14,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16116,16116,evidence/lhdrs/tract_maps/TR_16116_MM_830_35-40.pdf,6,12.106,71,,16026,LH-TRACT-16025,"LOT B AND LETTERED LOTS L, ""M, ""N', ""O"", ""P AND STATE OF CALIFORNIA DATE: MAY 16, 2002 22 THROUGH 29, INCLUSIVE, OF MISCELLANEOUS MAPS, IN THE OFFICE OF *P OF TRACT NO. 16026",16026->16025,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-05-16,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16117,16117,evidence/lhdrs/tract_maps/TR_16117_MM_826_1-3.pdf,3,4.253,22,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;Standard Pacific Corp.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-12-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16118,16118,evidence/lhdrs/tract_maps/TR_16118_MM_823_30-33.pdf,4,8.870,,,16156,LH-TRACT-16156,"LOT 3, TRACT NO. 16156",,"DMB Ladera, L.L.C.;William Lyon Homes, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-10-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16119,16119,evidence/lhdrs/tract_maps/TR_16119_MM_824_48-50.pdf,3,2.846,12,,,,,,"DMB Ladera, L.L.C.;Standard Pacific Corp.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-12-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16120,16120,evidence/lhdrs/tract_maps/TR_16120_MM_822_40-43.pdf,,,,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-10-12,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16121,16121,evidence/lhdrs/tract_maps/TR_16121_MM_825_46-50.pdf,5,10.301,47,6,,,,,"DMB Ladera, L.L.C.;Standard Pacific Corp.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-12-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16122,16122,evidence/lhdrs/tract_maps/TR_16122_MM_823_34-38.pdf,,,,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;John Laing Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-12-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16126,16126,evidence/lhdrs/tract_maps/TR_16126_MM_824_15-20.pdf,,6.021,,,18128;16165,LH-TRACT-16156,"LOTS TRACT NO. 18128 | LOTS 2, C AND D OF TRACT NO. 16165",18128->unresolved;16165->16156,"Rancho Mission Viejo, L.L.C.;Warmington Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-11-08,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16127,16127,evidence/lhdrs/tract_maps/TR_16127_MM_821_29-34.pdf,,4.958,,,16166,,"LOTS 7, AL, AD, AK AND AL OF TRACT NO. 16166",16166->unresolved,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;Warmington Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-07-30,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16155,16155,evidence/lhdrs/tract_maps/TR_16155_MM_812_30-39.pdf,10,100.789,10,40,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-01-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16156,16156,evidence/lhdrs/tract_maps/TR_16156_MM_812_40-48.pdf,9,71.991,7,27,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-01-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16157,16157,evidence/lhdrs/tract_maps/TR_16157_MM_813_1-9.pdf,9,69.655,9,15,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-01-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16203,16203,evidence/lhdrs/tract_maps/TR_16203_MM_826_8-20.pdf,13,142.159,13,24,,,,,"Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-01-24,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16234,16234,evidence/lhdrs/tract_maps/TR_16234_MM_825_19-29.pdf,11,109.683,9,20,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2001-12-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16235,16235,evidence/lhdrs/tract_maps/TR_16235_MM_825_30-39.pdf,10,64.257,4,12,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-02-14,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16236,16236,evidence/lhdrs/tract_maps/TR_16236_MM_832_24-29.pdf,6,12.048,88,,16234,LH-TRACT-16234,LOT 3 OF TRACT NO. 16234,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-05-29,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16237,16237,evidence/lhdrs/tract_maps/TR_16237_MM_835_17-20.pdf,4,,44,,16234,LH-TRACT-16234,LOT 2 OF TRACT NO. 16234,,"DMB Ladera, L.L.C.;Shea Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-08-14,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16238,16238,evidence/lhdrs/tract_maps/TR_16238_MM_835_21-25.pdf,5,12.530,54,,,,,,"DMB Ladera, L.L.C.;Standard Pacific Corp.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-08-21,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16239,16239,evidence/lhdrs/tract_maps/TR_16239_MM_834_9-15.pdf,7,13.419,,,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-06-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16240,16240,evidence/lhdrs/tract_maps/TR_16240_MM_834_22-25.pdf,,0.985,,,16234,LH-TRACT-16234,LOT 6 OF TRACT NO. 16234,,"Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-06-28,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16241,16241,evidence/lhdrs/tract_maps/TR_16241_MM_840_32-36.pdf,5,8.940,,,,,,,"DMB Ladera, L.L.C.;Shea Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-02-25,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16242,16242,evidence/lhdrs/tract_maps/TR_16242_MM_833_24-27.pdf,4,5.549,,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-06-18,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16243,16243,evidence/lhdrs/tract_maps/TR_16243_MM_835_34-39.pdf,,9.905,,,16235,LH-TRACT-16235,LOT 1 OF TRACT NO. 16235,,,title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-08-30,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16244,16244,evidence/lhdrs/tract_maps/TR_16244_MM_840_47-50.pdf,4,,34,34,,,,,"DMB Ladera, L.L.C.;Shea Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-05-02,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16245,16245,evidence/lhdrs/tract_maps/TR_16245_MM_835_7-11.pdf,5,10.738,,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-07-26,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16246,16246,evidence/lhdrs/tract_maps/TR_16246_MM_842_45-49.pdf,5,15.928,64,5,,,,,Standard Pacific Corp.,title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-05-02,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16247,16247,evidence/lhdrs/tract_maps/TR_16247_MM_832_16-19.pdf,4,5.412,,,,,,,"Richmond American Homes of California, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-05-24,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16248,16248,evidence/lhdrs/tract_maps/TR_16248_MM_839_27-33.pdf,7,6.963,,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-01-17,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16249,16249,evidence/lhdrs/tract_maps/TR_16249_MM_835_26-33.pdf,8,7.537,,,,,,,"Rancho Mission Viejo, L.L.C.;Ladera Development Company",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-08-22,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16250,16250,evidence/lhdrs/tract_maps/TR_16250_MM_832_20-23.pdf,4,8.278,,,,,,,"Richmond American Homes of California, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-05-24,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16270,16270,evidence/lhdrs/tract_maps/TR_16270_MM_836_40-43.pdf,4,3.386,,,,,,,"Rancho Mission Viejo, L.L.C.;Standard Pacific Corp.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2002-09-27,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16271,16271,evidence/lhdrs/tract_maps/TR_16271_MM_839_34-45.pdf,12,119.147,10,34,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-02-27,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16341,16341,evidence/lhdrs/tract_maps/TR_16341_MM_840_1-20.pdf,20,168.726,17,63,,,,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-02-27,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16342,16342,evidence/lhdrs/tract_maps/TR_16342_MM_847_36-39.pdf,4,9.787,38,,18341,LH-TRACT-16341,"LOTS 3, 7 AND LETTERED LOT BK OF TRACT NO. 18341",18341->16341,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-07-25,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16346,16346,evidence/lhdrs/tract_maps/TR_16346_MM_848_15-18.pdf,,,,,16341,LH-TRACT-16341,LOT 12 OF TRACT NO. 16341,,"DMB Ladera, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-08-18,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16347,16347,evidence/lhdrs/tract_maps/TR_16347_MM_849_31-39.pdf,9,9.319,,,16341,LH-TRACT-16341,"LOTS A THROUGH V TOTAL LOTS: NUMBERED LOTS 1 THROUGH ES IN THE UNINCORPORATED TERRITORY OF THE COUNTY OF ORANGE, TOTAL ACREAGE: 9.319 ACRES BEING A SUBDIVISION OF LOT 13, AS SHOWN ON TRACT NO. 16341",,"DMB Ladera, L.L.C.;William Lyon Homes, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-09-19,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16348,16348,evidence/lhdrs/tract_maps/TR_16348_MM_848_23-28.pdf,6,7.912,,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;Richmond American Homes of California, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-08-18,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16349,16349,evidence/lhdrs/tract_maps/TR_16349_MM_847_5-10.pdf,6,,,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-07-08,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16350,16350,evidence/lhdrs/tract_maps/TR_16350_MM_847_1-4.pdf,,9.073,,,18341,LH-TRACT-16341,LOT 17 OF TRACT NO. 18341,18341->16341,"Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-07-08,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,visual_interpretation,medium,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16351,16351,evidence/lhdrs/tract_maps/TR_16351_MM_850_28-32.pdf,5,9.186,,,16271,LH-TRACT-16271,LOT 1 OF TRACT NO. 16271,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-10-31,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16352,16352,evidence/lhdrs/tract_maps/TR_16352_MM_850_33-37.pdf,5,4.255,39,,,,,,"DMB Ladera, L.L.C.;Rancho Mission Viejo, L.L.C.;Richmond American Homes of California, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-10-31,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16353,16353,evidence/lhdrs/tract_maps/TR_16353_MM_853_16-20.pdf,5,,,,16271,LH-TRACT-16271,"LOTS 1 THROUGH 44 IN THE UNINCORPORATED TERRITORY OF THE COUNTY OF ORANGE, FIDELITY NATIONAL TITLE COMPANY BEING A SUBDIVISION OF LOT 7, AS SHOWN ON TRACT NO. 16271",,"DMB Ladera, L.L.C.;William Lyon Homes, Inc.",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-12-19,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
LH-TRACT-16354,16354,evidence/lhdrs/tract_maps/TR_16354_MM_848_19-22.pdf,4,,43,,16271,LH-TRACT-16271,LOT 10 OF TRACT NO. 16271,,"DMB Ladera, L.L.C.;Shea Homes",title_sheet_owner_or_interest_holder_not_necessarily_builder,2003-08-18,LH-SRC-OC-LMS-TRACT-PDFS,macOS Vision OCR of sheet 1 with geometry-assisted numeric review,documented_exact,high,ocr_structured_visual_spot_check_required,not_established,not_established,OCR may misread survey text and digits. Parent-map normalization uses only known intersecting tract IDs; title-sheet parties are not assumed to be builders.
